Country_code,Country,COVID_VACCINE_ADM_TOT_A1D,COVID_VACCINE_ADM_TOT_BOOST,COVID_VACCINE_ADM_TOT_CPS,COVID_VACCINE_ADM_TOT_DOSES,COVID_VACCINE_ADM_TOT_DOSES_PER100,COVID_VACCINE_COV_TOT_A1D,COVID_VACCINE_COV_TOT_BOOST,COVID_VACCINE_COV_TOT_CPS,COVID_VACCINE_DATE_INTRO_FIRST,COVID_VACCINE_DATE_REPORT_TOT_LAST,DATE
TUV,Tuvalu,9763.0,5745.0,9505.0,26783.0,227.0,83.0,49.0,81.0,2021-04-13,2023-02-01,2023-07-30
TUV,Tuvalu,9763.0,5745.0,9505.0,26783.0,227.0,83.0,49.0,81.0,2021-04-13,2023-02-01,2023-08-27
TUV,Tuvalu,9763.0,5745.0,9505.0,26783.0,227.0,83.0,49.0,81.0,2021-04-13,2023-02-01,2023-09-24
TUV,Tuvalu,9763.0,5745.0,9505.0,26783.0,227.0,83.0,49.0,81.0,2021-04-13,2023-02-01,2023-10-29
TUV,Tuvalu,9763.0,5745.0,9505.0,26783.0,227.0,83.0,49.0,81.0,2021-04-13,2023-02-01,2023-11-26
ARE,United Arab Emirates,0.0,0.0,0.0,12811422.0,130.0,0.0,0.0,0.0,0,2022-07-06,2021-05-30
ARE,United Arab Emirates,0.0,0.0,0.0,15198661.0,154.0,0.0,0.0,0.0,0,2022-07-06,2021-06-27
ARE,United Arab Emirates,0.0,0.0,0.0,16755733.0,169.0,0.0,0.0,0.0,0,2022-07-06,2021-07-25
ARE,United Arab Emirates,0.0,0.0,0.0,18158991.0,184.0,0.0,0.0,0.0,0,2022-07-06,2021-08-29
ARE,United Arab Emirates,0.0,0.0,0.0,20052399.0,203.0,0.0,0.0,0.0,0,2022-07-06,2021-09-26
ARE,United Arab Emirates,0.0,0.0,0.0,21150096.0,214.0,0.0,0.0,0.0,0,2022-07-06,2021-10-31
ARE,United Arab Emirates,0.0,0.0,0.0,21871201.0,221.0,0.0,0.0,0.0,0,2022-07-06,2021-11-28
ARE,United Arab Emirates,0.0,0.0,0.0,22629173.0,229.0,0.0,0.0,0.0,0,2022-07-06,2021-12-26
ARE,United Arab Emirates,0.0,0.0,0.0,23527778.0,238.0,0.0,0.0,0.0,0,2022-07-06,2022-01-30
ARE,United Arab Emirates,9991089.0,4563798.0,9566468.0,24108350.0,244.0,100.0,46.0,97.0,0,2022-07-06,2022-02-27
ARE,United Arab Emirates,9991089.0,4821728.0,9707342.0,24520159.0,248.0,100.0,49.0,98.0,0,2022-07-06,2022-03-27
ARE,United Arab Emirates,9991089.0,4972826.0,9759296.0,24628316.0,249.0,100.0,50.0,99.0,0,2022-07-06,2022-04-24
ARE,United Arab Emirates,9991089.0,5125972.0,9792266.0,24909327.0,252.0,100.0,52.0,99.0,0,2022-07-06,2022-05-29
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2022-06-26
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2022-07-31
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2022-08-28
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2022-09-25
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2022-10-30
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2022-11-27
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2022-12-25
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2023-01-29
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2023-02-26
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2023-03-26
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2023-04-30
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2023-05-28
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2023-06-25
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2023-07-30
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2023-08-27
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2023-09-24
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2023-10-29
ARE,United Arab Emirates,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,0,2022-07-06,2023-11-26
ARE,United Arab Emirates,0.0,0.0,0.0,3843204.0,39.0,0.0,0.0,0.0,0,2022-07-06,2021-01-31
ARE,United Arab Emirates,0.0,0.0,0.0,6015089.0,61.0,0.0,0.0,0.0,0,2022-07-06,2021-02-28
ARE,United Arab Emirates,0.0,0.0,0.0,8220783.0,83.0,0.0,0.0,0.0,0,2022-07-06,2021-03-28
ARE,United Arab Emirates,0.0,0.0,0.0,10455606.0,106.0,0.0,0.0,0.0,0,2022-07-06,2021-04-25
BFA,Burkina Faso,1612864.0,0.0,945178.0,1756757.0,8.0,8.0,0.0,5.0,2021-06-02,2023-12-31,2022-01-30
BFA,Burkina Faso,2114091.0,0.0,1146087.0,2321827.0,11.0,10.0,0.0,5.0,2021-06-02,2023-12-31,2022-02-27
BFA,Burkina Faso,2147410.0,0.0,1220227.0,2410841.0,12.0,10.0,0.0,6.0,2021-06-02,2023-12-31,2022-03-27
BFA,Burkina Faso,2431490.0,0.0,1538622.0,2928989.0,14.0,12.0,0.0,7.0,2021-06-02,2023-12-31,2022-04-24
BFA,Burkina Faso,2443571.0,0.0,1548902.0,2941387.0,14.0,12.0,0.0,7.0,2021-06-02,2023-12-31,2022-05-29
BFA,Burkina Faso,2449809.0,0.0,1555140.0,2947625.0,14.0,12.0,0.0,7.0,2021-06-02,2023-12-31,2022-06-26
BFA,Burkina Faso,2564431.0,0.0,1659815.0,3270644.0,16.0,12.0,0.0,8.0,2021-06-02,2023-12-31,2022-07-31
BFA,Burkina Faso,3075029.0,0.0,2178401.0,3769206.0,18.0,15.0,0.0,10.0,2021-06-02,2023-12-31,2022-08-28
BFA,Burkina Faso,3078893.0,0.0,2628475.0,4051836.0,19.0,15.0,0.0,13.0,2021-06-02,2023-12-31,2022-09-25
BFA,Burkina Faso,3745931.0,0.0,3009211.0,4613032.0,22.0,18.0,0.0,14.0,2021-06-02,2023-12-31,2022-10-30
BFA,Burkina Faso,4372595.0,0.0,3341701.0,5144340.0,25.0,21.0,0.0,16.0,2021-06-02,2023-12-31,2022-11-27
BFA,Burkina Faso,4433237.0,0.0,3403159.0,5416705.0,26.0,21.0,0.0,16.0,2021-06-02,2023-12-31,2022-12-25
BFA,Burkina Faso,4493879.0,0.0,3464618.0,5689070.0,27.0,21.0,0.0,17.0,2021-06-02,2023-12-31,2023-01-29
BFA,Burkina Faso,4730674.0,0.0,3703811.0,6118934.0,29.0,23.0,0.0,18.0,2021-06-02,2023-12-31,2023-02-26
BFA,Burkina Faso,5241346.0,386.0,4234310.0,6790162.0,32.0,25.0,0.0,20.0,2021-06-02,2023-12-31,2023-03-26
BFA,Burkina Faso,5464436.0,1352.0,4496952.0,7080543.0,34.0,26.0,0.0,22.0,2021-06-02,2023-12-31,2023-04-30
BFA,Burkina Faso,5694963.0,2350.0,4768348.0,7380603.0,35.0,27.0,0.0,23.0,2021-06-02,2023-12-31,2023-05-28
BFA,Burkina Faso,5918053.0,3316.0,5030989.0,7670984.0,37.0,28.0,0.0,24.0,2021-06-02,2023-12-31,2023-06-25
BFA,Burkina Faso,6089089.0,4056.0,5232347.0,7893609.0,38.0,29.0,0.0,25.0,2021-06-02,2023-12-31,2023-07-30
BFA,Burkina Faso,6089089.0,4056.0,5232347.0,7893609.0,38.0,29.0,0.0,25.0,2021-06-02,2023-12-31,2023-08-27
BFA,Burkina Faso,6089089.0,4056.0,5232347.0,7893609.0,38.0,29.0,0.0,25.0,2021-06-02,2023-12-31,2023-09-24
BFA,Burkina Faso,6089089.0,4056.0,5232347.0,7893609.0,38.0,29.0,0.0,25.0,2021-06-02,2023-12-31,2023-10-29
BFA,Burkina Faso,6089089.0,4056.0,5232347.0,7893609.0,38.0,29.0,0.0,25.0,2021-06-02,2023-12-31,2023-11-26
BFA,Burkina Faso,25833.0,0.0,0.0,25833.0,0.0,0.0,0.0,0.0,2021-06-02,2023-12-31,2021-06-27
BFA,Burkina Faso,35162.0,0.0,0.0,37579.0,0.0,0.0,0.0,0.0,2021-06-02,2023-12-31,2021-07-25
BFA,Burkina Faso,108799.0,0.0,13273.0,108799.0,1.0,1.0,0.0,0.0,2021-06-02,2023-12-31,2021-08-29
BFA,Burkina Faso,254962.0,0.0,189393.0,276698.0,1.0,1.0,0.0,1.0,2021-06-02,2023-12-31,2021-09-26
BFA,Burkina Faso,358629.0,0.0,283911.0,393427.0,2.0,2.0,0.0,1.0,2021-06-02,2023-12-31,2021-10-31
BFA,Burkina Faso,451937.0,0.0,329370.0,502590.0,2.0,2.0,0.0,2.0,2021-06-02,2023-12-31,2021-11-28
BFA,Burkina Faso,1066776.0,0.0,702373.0,1149791.0,6.0,5.0,0.0,3.0,2021-06-02,2023-12-31,2021-12-26
SWE,Sweden,282073.0,0.0,133045.0,415118.0,4.0,3.0,0.0,1.0,2020-12-23,2023-12-23,2021-01-31
SWE,Sweden,613505.0,0.0,296292.0,909798.0,9.0,6.0,0.0,3.0,2020-12-23,2023-10-01,2021-02-28
SWE,Sweden,1215840.0,0.0,520758.0,1736598.0,17.0,12.0,0.0,5.0,2020-12-23,2023-12-23,2021-03-28
SWE,Sweden,2567332.0,0.0,758389.0,3325721.0,32.0,25.0,0.0,7.0,2020-12-23,2023-12-23,2021-04-25
SWE,Sweden,3764204.0,0.0,1539287.0,5303491.0,51.0,36.0,0.0,15.0,2020-12-23,2023-12-23,2021-05-30
SWE,Sweden,4970856.0,0.0,3171763.0,8142618.0,79.0,48.0,0.0,31.0,2020-12-23,2023-12-23,2021-06-27
SWE,Sweden,6367070.0,0.0,4221541.0,10588611.0,103.0,62.0,0.0,41.0,2020-12-23,2023-12-23,2021-07-25
SWE,Sweden,6711440.0,0.0,5758677.0,12470117.0,121.0,65.0,0.0,56.0,2020-12-23,2023-12-23,2021-08-29
SWE,Sweden,7033329.0,0.0,6488990.0,13522319.0,131.0,68.0,0.0,63.0,2020-12-23,2023-12-23,2021-09-26
SWE,Sweden,7243833.0,0.0,6904699.0,14148532.0,137.0,70.0,0.0,67.0,2020-12-23,2023-12-23,2021-10-31
SWE,Sweden,7313200.0,0.0,7035333.0,15552974.0,151.0,71.0,0.0,68.0,2020-12-23,2023-12-23,2021-11-28
SWE,Sweden,7415137.0,0.0,7164409.0,17073665.0,165.0,72.0,0.0,69.0,2020-12-23,2023-12-23,2021-12-26
SWE,Sweden,7481495.0,624459.0,7255015.0,18827833.0,182.0,72.0,6.0,70.0,2020-12-23,2023-12-23,2022-01-30
SWE,Sweden,7531029.0,4950481.0,7346136.0,19827646.0,192.0,73.0,48.0,71.0,2020-12-23,2023-12-23,2022-02-27
SWE,Sweden,7543744.0,5191253.0,7370470.0,20335073.0,197.0,73.0,50.0,71.0,2020-12-23,2023-12-23,2022-03-27
SWE,Sweden,7550092.0,5307075.0,7381085.0,21299928.0,206.0,73.0,51.0,71.0,2020-12-23,2023-12-23,2022-04-24
SWE,Sweden,7556215.0,5405993.0,7390520.0,21833686.0,211.0,73.0,52.0,72.0,2020-12-23,2023-12-23,2022-05-29
SWE,Sweden,7559669.0,5459751.0,7398090.0,22018356.0,213.0,73.0,53.0,72.0,2020-12-23,2023-12-23,2022-06-26
SWE,Sweden,7562359.0,5494933.0,7401608.0,22119525.0,214.0,73.0,53.0,72.0,2020-12-23,2023-12-23,2022-07-31
SWE,Sweden,7563941.0,5514449.0,7403549.0,22216232.0,215.0,73.0,53.0,72.0,2020-12-23,2023-12-23,2022-08-28
SWE,Sweden,7563941.0,5514531.0,7403549.0,22518041.0,218.0,73.0,53.0,72.0,2020-12-23,2023-12-23,2022-09-25
SWE,Sweden,7563941.0,5526769.0,7403549.0,22867762.0,221.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2022-10-30
SWE,Sweden,7563941.0,5529118.0,7403549.0,23054801.0,223.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2022-11-27
SWE,Sweden,7563941.0,5531546.0,7403549.0,23134228.0,224.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2022-12-25
SWE,Sweden,7563941.0,5533973.0,7403549.0,23162802.0,224.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2023-01-29
SWE,Sweden,7563941.0,5536166.0,7403549.0,23188610.0,225.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2023-02-26
SWE,Sweden,7563941.0,5538387.0,7403549.0,23209773.0,225.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2023-03-26
SWE,Sweden,7563941.0,5540022.0,7403549.0,23218297.0,225.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2023-04-30
SWE,Sweden,7563941.0,5541111.0,7403549.0,23224563.0,225.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2023-05-28
SWE,Sweden,7563941.0,5541594.0,7403549.0,23227493.0,225.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2023-06-25
SWE,Sweden,7563941.0,5541926.0,7403549.0,23229522.0,225.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2023-07-30
SWE,Sweden,7563941.0,5542258.0,7403549.0,23231551.0,225.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2023-08-27
SWE,Sweden,7563941.0,5542812.0,7403549.0,23236931.0,225.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2023-09-24
SWE,Sweden,7563941.0,5542831.0,7403549.0,23237123.0,225.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2023-10-29
SWE,Sweden,7563941.0,5542831.0,7403549.0,23237123.0,225.0,73.0,54.0,72.0,2020-12-23,2023-12-23,2023-11-26
RWA,Rwanda,2116184.0,0.0,1663703.0,3340448.0,26.0,16.0,0.0,13.0,2021-03-05,2023-12-31,2021-09-26
RWA,Rwanda,4112391.0,0.0,2133602.0,5179627.0,40.0,32.0,0.0,16.0,2021-03-05,2023-12-31,2021-10-31
RWA,Rwanda,5959088.0,12417.0,3248862.0,8874160.0,69.0,46.0,0.0,25.0,2021-03-05,2023-12-31,2021-11-28
RWA,Rwanda,7722945.0,156315.0,5596134.0,12985650.0,100.0,60.0,1.0,43.0,2021-03-05,2023-12-31,2021-12-26
RWA,Rwanda,8588600.0,1049679.0,7147683.0,16555832.0,128.0,66.0,8.0,55.0,2021-03-05,2023-12-31,2022-01-30
RWA,Rwanda,8897296.0,2533845.0,8043704.0,19474844.0,150.0,69.0,20.0,62.0,2021-03-05,2023-12-31,2022-02-27
RWA,Rwanda,8910824.0,2928499.0,8115056.0,19886167.0,154.0,69.0,23.0,63.0,2021-03-05,2023-12-31,2022-03-27
RWA,Rwanda,8986466.0,4014889.0,8365510.0,20141669.0,156.0,69.0,31.0,65.0,2021-03-05,2023-12-31,2022-04-24
RWA,Rwanda,9061143.0,4626070.0,8527099.0,22214312.0,172.0,70.0,36.0,66.0,2021-03-05,2023-12-31,2022-05-29
RWA,Rwanda,9117725.0,4945264.0,8673684.0,22715578.0,175.0,70.0,38.0,67.0,2021-03-05,2023-12-31,2022-06-26
RWA,Rwanda,9154478.0,5231035.0,8885565.0,25972428.0,201.0,71.0,40.0,69.0,2021-03-05,2023-12-31,2022-07-31
RWA,Rwanda,9164336.0,5304569.0,8923667.0,26058024.0,201.0,71.0,41.0,69.0,2021-03-05,2023-12-31,2022-08-28
RWA,Rwanda,9175694.0,5562376.0,8948694.0,26106436.0,202.0,71.0,43.0,69.0,2021-03-05,2023-12-31,2022-09-25
RWA,Rwanda,9768113.0,5743311.0,9140986.0,26106436.0,202.0,75.0,44.0,71.0,2021-03-05,2023-12-31,2022-10-30
RWA,Rwanda,10572981.0,5879013.0,9495568.0,26106436.0,202.0,82.0,45.0,73.0,2021-03-05,2023-12-31,2022-11-27
RWA,Rwanda,10572981.0,5879013.0,9897876.0,26106436.0,202.0,82.0,45.0,76.0,2021-03-05,2023-12-31,2022-12-25
RWA,Rwanda,10633708.0,5879013.0,9995627.0,26343246.0,203.0,82.0,45.0,77.0,2021-03-05,2023-12-31,2023-01-29
RWA,Rwanda,10690387.0,5879013.0,10086861.0,26564268.0,205.0,83.0,45.0,78.0,2021-03-05,2023-12-31,2023-02-26
RWA,Rwanda,10753138.0,5879013.0,10187871.0,26808971.0,207.0,83.0,45.0,79.0,2021-03-05,2023-12-31,2023-03-26
RWA,Rwanda,10813866.0,5879013.0,10285622.0,27045781.0,209.0,83.0,45.0,79.0,2021-03-05,2023-12-31,2023-04-30
RWA,Rwanda,10876617.0,5879013.0,10386632.0,27290484.0,211.0,84.0,45.0,80.0,2021-03-05,2023-12-31,2023-05-28
RWA,Rwanda,10884714.0,5879013.0,10399665.0,27322059.0,211.0,84.0,45.0,80.0,2021-03-05,2023-12-31,2023-06-25
RWA,Rwanda,10884714.0,5879013.0,10399665.0,27322059.0,211.0,84.0,45.0,80.0,2021-03-05,2023-12-31,2023-07-30
RWA,Rwanda,10884714.0,5879013.0,10399665.0,27322059.0,211.0,84.0,45.0,80.0,2021-03-05,2023-12-31,2023-08-27
RWA,Rwanda,0.0,0.0,0.0,128724.0,1.0,0.0,0.0,0.0,2021-03-05,2023-12-31,2021-02-28
RWA,Rwanda,0.0,0.0,0.0,350926.0,3.0,0.0,0.0,0.0,2021-03-05,2023-12-31,2021-03-28
RWA,Rwanda,348926.0,0.0,49170.0,400096.0,3.0,3.0,0.0,0.0,2021-03-05,2023-12-31,2021-04-25
RWA,Rwanda,350400.0,0.0,53511.0,400096.0,3.0,3.0,0.0,0.0,2021-03-05,2023-12-31,2021-05-30
RWA,Rwanda,350400.0,0.0,53511.0,544078.0,4.0,3.0,0.0,0.0,2021-03-05,2023-12-31,2021-06-27
RWA,Rwanda,450856.0,0.0,403338.0,854194.0,7.0,3.0,0.0,3.0,2021-03-05,2023-12-31,2021-07-25
RWA,Rwanda,968234.0,0.0,620786.0,1589020.0,12.0,7.0,0.0,5.0,2021-03-05,2023-12-31,2021-08-29
RWA,Rwanda,10884714.0,5879013.0,10399665.0,27322059.0,211.0,84.0,45.0,80.0,2021-03-05,2023-12-31,2023-09-24
RWA,Rwanda,10884714.0,5879013.0,10399665.0,27322059.0,211.0,84.0,45.0,80.0,2021-03-05,2023-12-31,2023-10-29
RWA,Rwanda,10884714.0,5879013.0,10399665.0,27322059.0,211.0,84.0,45.0,80.0,2021-03-05,2023-12-31,2023-11-26
MWI,Malawi,385151.0,0.0,42773.0,492390.0,3.0,2.0,0.0,0.0,2021-03-11,2023-12-31,2021-06-27
MWI,Malawi,428686.0,0.0,103425.0,582472.0,3.0,2.0,0.0,1.0,2021-03-11,2023-12-31,2021-07-25
MWI,Malawi,672740.0,0.0,410484.0,943766.0,5.0,4.0,0.0,2.0,2021-03-11,2023-12-31,2021-08-29
MWI,Malawi,799517.0,0.0,496470.0,1109456.0,6.0,4.0,0.0,3.0,2021-03-11,2023-12-31,2021-09-26
MWI,Malawi,944741.0,0.0,556336.0,1279250.0,7.0,5.0,0.0,3.0,2021-03-11,2023-12-31,2021-10-31
MWI,Malawi,1095150.0,0.0,603316.0,1428495.0,7.0,6.0,0.0,3.0,2021-03-11,2023-12-31,2021-11-28
MWI,Malawi,1414567.0,0.0,716446.0,1774527.0,9.0,7.0,0.0,4.0,2021-03-11,2023-12-31,2021-12-26
MWI,Malawi,1485143.0,0.0,777481.0,1842569.0,10.0,8.0,0.0,4.0,2021-03-11,2023-12-31,2022-01-30
MWI,Malawi,1538556.0,0.0,815365.0,1939060.0,10.0,8.0,0.0,4.0,2021-03-11,2023-12-31,2022-02-27
MWI,Malawi,1583840.0,381.0,885957.0,2025149.0,11.0,8.0,0.0,5.0,2021-03-11,2023-12-31,2022-03-27
MWI,Malawi,1596607.0,740.0,908688.0,2054585.0,11.0,8.0,0.0,5.0,2021-03-11,2023-12-31,2022-04-24
MWI,Malawi,1596607.0,740.0,1139589.0,2166402.0,11.0,8.0,0.0,6.0,2021-03-11,2023-12-31,2022-05-29
MWI,Malawi,1898714.0,12555.0,1355818.0,2625840.0,14.0,10.0,0.0,7.0,2021-03-11,2023-12-31,2022-06-26
MWI,Malawi,2383682.0,33695.0,1828890.0,3651080.0,19.0,12.0,0.0,10.0,2021-03-11,2023-12-31,2022-07-31
MWI,Malawi,2949581.0,37788.0,2190126.0,4265400.0,22.0,15.0,0.0,11.0,2021-03-11,2023-12-31,2022-08-28
MWI,Malawi,3416432.0,181279.0,2658089.0,4948087.0,26.0,18.0,1.0,14.0,2021-03-11,2023-12-31,2022-09-25
MWI,Malawi,3810493.0,204768.0,3004124.0,5724001.0,30.0,20.0,1.0,16.0,2021-03-11,2023-12-31,2022-10-30
MWI,Malawi,4029646.0,561677.0,3166408.0,6142917.0,32.0,21.0,3.0,17.0,2021-03-11,2023-12-31,2022-11-27
MWI,Malawi,4248377.0,626585.0,3302217.0,6853119.0,36.0,22.0,3.0,17.0,2021-03-11,2023-12-31,2022-12-25
MWI,Malawi,4386330.0,639947.0,3381151.0,7022151.0,37.0,23.0,3.0,18.0,2021-03-11,2023-12-31,2023-01-29
MWI,Malawi,4617258.0,830002.0,3612080.0,7193489.0,38.0,24.0,4.0,19.0,2021-03-11,2023-12-31,2023-02-26
MWI,Malawi,4777298.0,938141.0,3746605.0,7482849.0,39.0,25.0,5.0,20.0,2021-03-11,2023-12-31,2023-03-26
MWI,Malawi,5030876.0,1048076.0,3944024.0,7882816.0,41.0,26.0,5.0,21.0,2021-03-11,2023-12-31,2023-04-30
MWI,Malawi,5293788.0,1109906.0,4151546.0,8230189.0,43.0,28.0,6.0,22.0,2021-03-11,2023-12-31,2023-05-28
MWI,Malawi,5365141.0,1151160.0,4220361.0,8352075.0,44.0,28.0,6.0,22.0,2021-03-11,2023-12-31,2023-06-25
MWI,Malawi,5391077.0,1181620.0,4245944.0,8409513.0,44.0,28.0,6.0,22.0,2021-03-11,2023-12-31,2023-07-30
MWI,Malawi,5415009.0,1210483.0,4269656.0,8462743.0,44.0,28.0,6.0,22.0,2021-03-11,2023-12-31,2023-08-27
MWI,Malawi,5433538.0,1232829.0,4288014.0,8503954.0,44.0,28.0,6.0,22.0,2021-03-11,2023-12-31,2023-09-24
MWI,Malawi,5433538.0,1232829.0,4288014.0,8503954.0,44.0,28.0,6.0,22.0,2021-03-11,2023-12-31,2023-10-29
MWI,Malawi,5433538.0,1232829.0,4288014.0,8503954.0,44.0,28.0,6.0,22.0,2021-03-11,2023-12-31,2023-11-26
MWI,Malawi,0.0,0.0,0.0,135601.0,1.0,0.0,0.0,0.0,2021-03-11,2023-12-31,2021-03-28
MWI,Malawi,292377.0,0.0,0.0,292377.0,2.0,2.0,0.0,0.0,2021-03-11,2023-12-31,2021-04-25
MWI,Malawi,354777.0,0.0,0.0,354777.0,2.0,2.0,0.0,0.0,2021-03-11,2023-12-31,2021-05-30
HTI,Haiti,152943.0,0.0,131730.0,284672.0,2.0,1.0,0.0,1.0,0,2023-12-29,2022-05-29
HTI,Haiti,188892.0,0.0,159013.0,347905.0,3.0,2.0,0.0,1.0,0,2023-12-29,2022-06-26
HTI,Haiti,192338.0,0.0,162599.0,354635.0,3.0,2.0,0.0,1.0,0,2023-12-29,2022-07-31
HTI,Haiti,239409.0,0.0,206154.0,438112.0,4.0,2.0,0.0,2.0,0,2023-12-29,2022-08-28
HTI,Haiti,361212.0,0.0,222303.0,470964.0,4.0,3.0,0.0,2.0,0,2023-12-29,2022-09-25
HTI,Haiti,388606.0,0.0,236678.0,509500.0,4.0,3.0,0.0,2.0,0,2023-12-29,2022-10-30
HTI,Haiti,398517.0,0.0,237406.0,510611.0,4.0,3.0,0.0,2.0,0,2023-12-29,2022-11-27
HTI,Haiti,398899.0,0.0,237526.0,510889.0,4.0,3.0,0.0,2.0,0,2023-12-29,2022-12-25
HTI,Haiti,406534.0,0.0,238352.0,515718.0,5.0,4.0,0.0,2.0,0,2023-12-29,2023-01-29
HTI,Haiti,406534.0,0.0,238352.0,515718.0,5.0,4.0,0.0,2.0,0,2023-12-29,2023-02-26
HTI,Haiti,436148.0,0.0,292401.0,606148.0,5.0,4.0,0.0,3.0,0,2023-12-29,2023-03-26
HTI,Haiti,465761.0,0.0,294528.0,608275.0,5.0,4.0,0.0,3.0,0,2023-12-29,2023-04-30
HTI,Haiti,521396.0,0.0,350403.0,664150.0,6.0,5.0,0.0,3.0,0,2023-12-29,2023-05-28
HTI,Haiti,521396.0,0.0,355716.0,669467.0,6.0,5.0,0.0,3.0,0,2023-12-29,2023-06-25
HTI,Haiti,521396.0,0.0,356461.0,670214.0,6.0,5.0,0.0,3.0,0,2023-12-29,2023-07-30
HTI,Haiti,521396.0,0.0,357206.0,670962.0,6.0,5.0,0.0,3.0,0,2023-12-29,2023-08-27
HTI,Haiti,521396.0,0.0,357927.0,671685.0,6.0,5.0,0.0,3.0,0,2023-12-29,2023-09-24
HTI,Haiti,521396.0,0.0,358672.0,672432.0,6.0,5.0,0.0,3.0,0,2023-12-29,2023-10-29
HTI,Haiti,521396.0,0.0,359249.0,673010.0,6.0,5.0,0.0,3.0,0,2023-12-29,2023-11-26
HTI,Haiti,6407.0,0.0,341.0,6748.0,0.0,0.0,0.0,0.0,0,2023-12-29,2021-07-25
HTI,Haiti,29776.0,0.0,7597.0,37373.0,0.0,0.0,0.0,0.0,0,2023-12-29,2021-08-29
HTI,Haiti,48320.0,0.0,20940.0,69260.0,1.0,0.0,0.0,0.0,0,2023-12-29,2021-09-26
HTI,Haiti,90681.0,0.0,37057.0,127739.0,1.0,1.0,0.0,0.0,0,2023-12-29,2021-10-31
HTI,Haiti,113214.0,0.0,60814.0,173773.0,2.0,1.0,0.0,1.0,0,2023-12-29,2021-11-28
HTI,Haiti,123595.0,0.0,73580.0,197175.0,2.0,1.0,0.0,1.0,0,2023-12-29,2021-12-26
HTI,Haiti,129882.0,0.0,87731.0,217612.0,2.0,1.0,0.0,1.0,0,2023-12-29,2022-01-30
HTI,Haiti,133179.0,0.0,103183.0,236363.0,2.0,1.0,0.0,1.0,0,2023-12-29,2022-02-27
HTI,Haiti,139741.0,0.0,114702.0,254443.0,2.0,1.0,0.0,1.0,0,2023-12-29,2022-03-27
HTI,Haiti,147702.0,0.0,126053.0,273755.0,2.0,1.0,0.0,1.0,0,2023-12-29,2022-04-24
LUX,Luxembourg,469243.0,368377.0,462647.0,1337117.0,214.0,75.0,59.0,74.0,2020-12-30,2023-12-23,2023-02-26
LUX,Luxembourg,469254.0,368443.0,462674.0,1337541.0,214.0,75.0,59.0,74.0,2020-12-30,2023-12-23,2023-03-26
