Country_code,Country,COVID_VACCINE_ADM_TOT_A1D,COVID_VACCINE_ADM_TOT_BOOST,COVID_VACCINE_ADM_TOT_CPS,COVID_VACCINE_ADM_TOT_DOSES,COVID_VACCINE_ADM_TOT_DOSES_PER100,COVID_VACCINE_COV_TOT_A1D,COVID_VACCINE_COV_TOT_BOOST,COVID_VACCINE_COV_TOT_CPS,COVID_VACCINE_DATE_INTRO_FIRST,COVID_VACCINE_DATE_REPORT_TOT_LAST,DATE
BTN,Bhutan,187866.0,0.0,0.0,187866.0,24.0,24.0,0.0,0.0,2021-03-27,2022-10-30,2021-03-28
BTN,Bhutan,480836.0,0.0,0.0,480836.0,62.0,62.0,0.0,0.0,2021-03-27,2022-10-30,2021-04-25
BTN,Bhutan,483092.0,0.0,0.0,483092.0,63.0,63.0,0.0,0.0,2021-03-27,2022-10-30,2021-05-30
BTN,Bhutan,484797.0,0.0,490.0,485619.0,63.0,63.0,0.0,0.0,2021-03-27,2022-10-30,2021-06-27
BTN,Bhutan,530103.0,0.0,470465.0,1000568.0,130.0,69.0,0.0,61.0,2021-03-27,2022-10-30,2021-07-25
BTN,Bhutan,567148.0,0.0,477951.0,1045100.0,135.0,74.0,0.0,62.0,2021-03-27,2022-10-30,2021-08-29
BTN,Bhutan,584818.0,0.0,497517.0,1082335.0,140.0,76.0,0.0,64.0,2021-03-27,2022-10-30,2021-09-26
BTN,Bhutan,588307.0,0.0,559839.0,1148146.0,149.0,76.0,0.0,73.0,2021-03-27,2022-10-30,2021-10-31
BTN,Bhutan,589291.0,0.0,564417.0,1153709.0,150.0,76.0,0.0,73.0,2021-03-27,2022-10-30,2021-11-28
BTN,Bhutan,591944.0,0.0,568191.0,1160134.0,150.0,77.0,0.0,74.0,2021-03-27,2022-10-30,2021-12-26
BTN,Bhutan,594009.0,274060.0,570814.0,1438884.0,186.0,77.0,36.0,74.0,2021-03-27,2022-10-30,2022-01-30
BTN,Bhutan,599054.0,424517.0,574887.0,1598457.0,207.0,78.0,55.0,75.0,2021-03-27,2022-10-30,2022-02-27
BTN,Bhutan,689418.0,530095.0,582157.0,1801669.0,233.0,89.0,69.0,75.0,2021-03-27,2022-10-30,2022-03-27
BTN,Bhutan,692549.0,542552.0,671505.0,1906606.0,247.0,90.0,70.0,87.0,2021-03-27,2022-10-30,2022-04-24
BTN,Bhutan,692803.0,543968.0,672262.0,1909033.0,247.0,90.0,70.0,87.0,2021-03-27,2022-10-30,2022-05-29
BTN,Bhutan,692996.0,545280.0,672722.0,1910998.0,248.0,90.0,71.0,87.0,2021-03-27,2022-10-30,2022-06-26
BTN,Bhutan,694208.0,549912.0,673485.0,1917605.0,249.0,90.0,71.0,87.0,2021-03-27,2022-10-30,2022-07-31
BTN,Bhutan,695683.0,556971.0,674855.0,1927509.0,250.0,90.0,72.0,87.0,2021-03-27,2022-10-30,2022-08-28
BTN,Bhutan,698096.0,621051.0,676991.0,1996138.0,259.0,90.0,80.0,88.0,2021-03-27,2022-10-30,2022-09-25
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2022-10-30
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2022-11-27
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2022-12-25
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2023-01-29
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2023-02-26
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2023-03-26
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2023-04-30
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2023-05-28
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2023-06-25
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2023-07-30
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2023-08-27
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2023-09-24
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2023-10-29
BTN,Bhutan,699116.0,634641.0,677669.0,2011426.0,261.0,91.0,82.0,88.0,2021-03-27,2022-10-30,2023-11-26
NAM,Namibia,496475.0,64392.0,426681.0,825518.0,32.0,20.0,3.0,17.0,2021-03-19,2023-12-31,2022-05-29
NAM,Namibia,501862.0,69648.0,431660.0,838263.0,33.0,20.0,3.0,17.0,2021-03-19,2023-12-31,2022-06-26
NAM,Namibia,556375.0,82629.0,482539.0,903935.0,36.0,22.0,3.0,19.0,2021-03-19,2023-12-31,2022-07-31
NAM,Namibia,583889.0,136928.0,510333.0,943372.0,37.0,23.0,5.0,20.0,2021-03-19,2023-12-31,2022-08-28
NAM,Namibia,592168.0,159210.0,515304.0,956345.0,38.0,23.0,6.0,20.0,2021-03-19,2023-12-31,2022-09-25
NAM,Namibia,596431.0,159381.0,519541.0,963100.0,38.0,23.0,6.0,20.0,2021-03-19,2023-12-31,2022-10-30
NAM,Namibia,599942.0,181190.0,522979.0,968359.0,38.0,24.0,7.0,21.0,2021-03-19,2023-12-31,2022-11-27
NAM,Namibia,604359.0,220960.0,527634.0,974979.0,38.0,24.0,9.0,21.0,2021-03-19,2023-12-31,2022-12-25
NAM,Namibia,607153.0,260730.0,530286.0,978652.0,39.0,24.0,10.0,21.0,2021-03-19,2023-12-31,2023-01-29
NAM,Namibia,609788.0,294111.0,532641.0,981899.0,39.0,24.0,12.0,21.0,2021-03-19,2023-12-31,2023-02-26
NAM,Namibia,614026.0,294832.0,536587.0,987241.0,39.0,24.0,12.0,21.0,2021-03-19,2023-12-31,2023-03-26
NAM,Namibia,615707.0,298376.0,538196.0,989412.0,39.0,24.0,12.0,21.0,2021-03-19,2023-12-31,2023-04-30
NAM,Namibia,617642.0,298560.0,540073.0,991860.0,39.0,24.0,12.0,21.0,2021-03-19,2023-12-31,2023-05-28
NAM,Namibia,621048.0,298560.0,543255.0,996057.0,39.0,24.0,12.0,21.0,2021-03-19,2023-12-31,2023-06-25
NAM,Namibia,627163.0,298560.0,548551.0,1002802.0,39.0,25.0,12.0,22.0,2021-03-19,2023-12-31,2023-07-30
NAM,Namibia,628910.0,298560.0,550143.0,1004904.0,40.0,25.0,12.0,22.0,2021-03-19,2023-12-31,2023-08-27
NAM,Namibia,629559.0,298560.0,550745.0,1005730.0,40.0,25.0,12.0,22.0,2021-03-19,2023-12-31,2023-09-24
NAM,Namibia,629717.0,298560.0,550921.0,1005871.0,40.0,25.0,12.0,22.0,2021-03-19,2023-12-31,2023-10-29
NAM,Namibia,629767.0,298560.0,550978.0,1005937.0,40.0,25.0,12.0,22.0,2021-03-19,2023-12-31,2023-11-26
NAM,Namibia,0.0,0.0,0.0,1060.0,0.0,0.0,0.0,0.0,2021-03-19,2023-12-31,2021-03-28
NAM,Namibia,14069.0,0.0,991.0,15060.0,1.0,1.0,0.0,0.0,2021-03-19,2023-12-31,2021-04-25
NAM,Namibia,67706.0,0.0,8872.0,76578.0,3.0,3.0,0.0,0.0,2021-03-19,2023-12-31,2021-05-30
NAM,Namibia,107979.0,0.0,20905.0,128884.0,5.0,4.0,0.0,1.0,2021-03-19,2023-12-31,2021-06-27
NAM,Namibia,144887.0,0.0,41219.0,186105.0,7.0,6.0,0.0,2.0,2021-03-19,2023-12-31,2021-07-25
NAM,Namibia,211042.0,0.0,112114.0,297066.0,12.0,8.0,0.0,4.0,2021-03-19,2023-12-31,2021-08-29
NAM,Namibia,258344.0,0.0,182348.0,404010.0,16.0,10.0,0.0,7.0,2021-03-19,2023-12-31,2021-09-26
NAM,Namibia,329491.0,0.0,262459.0,519433.0,20.0,13.0,0.0,10.0,2021-03-19,2023-12-31,2021-10-31
NAM,Namibia,371799.0,0.0,312392.0,596748.0,23.0,15.0,0.0,12.0,2021-03-19,2023-12-31,2021-11-28
NAM,Namibia,404079.0,5355.0,342765.0,642284.0,25.0,16.0,0.0,13.0,2021-03-19,2023-12-31,2021-12-26
NAM,Namibia,421672.0,15722.0,359363.0,677930.0,27.0,17.0,1.0,14.0,2021-03-19,2023-12-31,2022-01-30
NAM,Namibia,441554.0,23050.0,374863.0,710854.0,28.0,17.0,1.0,15.0,2021-03-19,2023-12-31,2022-02-27
NAM,Namibia,450833.0,39018.0,386233.0,747307.0,29.0,18.0,2.0,15.0,2021-03-19,2023-12-31,2022-03-27
NAM,Namibia,453540.0,50937.0,395625.0,777686.0,31.0,18.0,2.0,16.0,2021-03-19,2023-12-31,2022-04-24
IRN,Iran (Islamic Republic of),65118357.0,31184614.0,58518352.0,154821323.0,184.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2022-12-25
IRN,Iran (Islamic Republic of),65151759.0,31326849.0,58536828.0,155015879.0,185.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2023-01-29
IRN,Iran (Islamic Republic of),65162131.0,31352288.0,58547058.0,155082658.0,185.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2023-02-26
IRN,Iran (Islamic Republic of),65170273.0,31352288.0,58555931.0,155156592.0,185.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2023-03-26
IRN,Iran (Islamic Republic of),65175379.0,31352288.0,58561209.0,155363678.0,185.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2023-04-30
IRN,Iran (Islamic Republic of),65180639.0,31352288.0,58566392.0,155386896.0,185.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2023-05-28
IRN,Iran (Islamic Republic of),65190892.0,31352288.0,58576442.0,155428287.0,185.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2023-06-25
IRN,Iran (Islamic Republic of),65193921.0,31352288.0,58580179.0,155439803.0,185.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2023-07-30
IRN,Iran (Islamic Republic of),65195731.0,31352288.0,58583035.0,155448280.0,185.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2023-08-27
IRN,Iran (Islamic Republic of),65197145.0,31352288.0,58583804.0,155452927.0,185.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2023-09-24
IRN,Iran (Islamic Republic of),65198606.0,31352288.0,58584598.0,155457729.0,185.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2023-10-29
IRN,Iran (Islamic Republic of),65199831.0,31352288.0,58585264.0,155461757.0,185.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2023-11-26
IRN,Iran (Islamic Republic of),19484.0,0.0,0.0,19484.0,0.0,0.0,0.0,0.0,2021-02-09,2023-11-26,2021-02-28
IRN,Iran (Islamic Republic of),207380.0,0.0,32821.0,240201.0,0.0,0.0,0.0,0.0,2021-02-09,2023-11-26,2021-03-28
IRN,Iran (Islamic Republic of),744258.0,0.0,184594.0,928852.0,1.0,1.0,0.0,0.0,2021-02-09,2023-11-26,2021-04-25
IRN,Iran (Islamic Republic of),3327144.0,0.0,520472.0,3774610.0,4.0,4.0,0.0,1.0,2021-02-09,2023-11-26,2021-05-30
IRN,Iran (Islamic Republic of),4099292.0,0.0,1676637.0,5775929.0,7.0,5.0,0.0,2.0,2021-02-09,2023-11-26,2021-06-27
IRN,Iran (Islamic Republic of),9080491.0,0.0,2674112.0,11754603.0,14.0,11.0,0.0,3.0,2021-02-09,2023-11-26,2021-07-25
IRN,Iran (Islamic Republic of),18551964.0,0.0,8389296.0,26941260.0,32.0,22.0,0.0,10.0,2021-02-09,2023-11-26,2021-08-29
IRN,Iran (Islamic Republic of),37856266.0,0.0,16003103.0,53859369.0,64.0,45.0,0.0,19.0,2021-02-09,2023-11-26,2021-09-26
IRN,Iran (Islamic Republic of),52320544.0,73391.0,33652811.0,86056650.0,102.0,62.0,0.0,40.0,2021-02-09,2023-11-26,2021-10-31
IRN,Iran (Islamic Republic of),57385036.0,873983.0,46522058.0,104781077.0,125.0,68.0,1.0,55.0,2021-02-09,2023-11-26,2021-11-28
IRN,Iran (Islamic Republic of),59700219.0,6797944.0,51659423.0,118157586.0,141.0,71.0,8.0,62.0,2021-02-09,2023-11-26,2021-12-26
IRN,Iran (Islamic Republic of),60727646.0,16674976.0,54070339.0,130950068.0,156.0,72.0,20.0,64.0,2021-02-09,2023-11-26,2022-01-30
IRN,Iran (Islamic Republic of),62783357.0,22608669.0,55452452.0,140844478.0,168.0,75.0,27.0,66.0,2021-02-09,2023-11-26,2022-02-27
IRN,Iran (Islamic Republic of),63849923.0,25479564.0,56770480.0,145265161.0,173.0,76.0,30.0,68.0,2021-02-09,2023-11-26,2022-03-27
IRN,Iran (Islamic Republic of),64300192.0,26454283.0,57516586.0,148271061.0,177.0,77.0,31.0,68.0,2021-02-09,2023-11-26,2022-04-24
IRN,Iran (Islamic Republic of),64509446.0,27058182.0,57819762.0,149387390.0,178.0,77.0,32.0,69.0,2021-02-09,2023-11-26,2022-05-29
IRN,Iran (Islamic Republic of),64618326.0,27457192.0,57969860.0,150045378.0,179.0,77.0,33.0,69.0,2021-02-09,2023-11-26,2022-06-26
IRN,Iran (Islamic Republic of),64791821.0,29729267.0,58161010.0,152682098.0,182.0,77.0,35.0,69.0,2021-02-09,2023-11-26,2022-07-31
IRN,Iran (Islamic Republic of),64954336.0,30506652.0,58329805.0,153790793.0,183.0,77.0,36.0,69.0,2021-02-09,2023-11-26,2022-08-28
IRN,Iran (Islamic Republic of),65054049.0,30980267.0,58443777.0,154478094.0,184.0,77.0,37.0,70.0,2021-02-09,2023-11-26,2022-09-25
IRN,Iran (Islamic Republic of),65065391.0,31071677.0,58466047.0,154632719.0,184.0,77.0,37.0,70.0,2021-02-09,2023-11-26,2022-10-30
IRN,Iran (Islamic Republic of),65104494.0,31126644.0,58503656.0,154734795.0,184.0,78.0,37.0,70.0,2021-02-09,2023-11-26,2022-11-27
KEN,Kenya,14290429.0,1782416.0,10919429.0,23279496.0,43.0,27.0,3.0,20.0,2021-03-05,2023-12-31,2023-01-29
KEN,Kenya,14355039.0,1914257.0,10978415.0,23443122.0,44.0,27.0,4.0,20.0,2021-03-05,2023-12-31,2023-02-26
KEN,Kenya,14485928.0,1995401.0,11083651.0,23731806.0,44.0,27.0,4.0,21.0,2021-03-05,2023-12-31,2023-03-26
KEN,Kenya,14494372.0,2000636.0,11090440.0,23750431.0,44.0,27.0,4.0,21.0,2021-03-05,2023-12-31,2023-04-30
KEN,Kenya,14494372.0,2000636.0,11090440.0,23750431.0,44.0,27.0,4.0,21.0,2021-03-05,2023-12-31,2023-05-28
KEN,Kenya,14494372.0,2000636.0,11090440.0,23750431.0,44.0,27.0,4.0,21.0,2021-03-05,2023-12-31,2023-06-25
KEN,Kenya,14494372.0,2000636.0,11090440.0,23750431.0,44.0,27.0,4.0,21.0,2021-03-05,2023-12-31,2023-07-30
KEN,Kenya,14494372.0,2000636.0,11090440.0,23750431.0,44.0,27.0,4.0,21.0,2021-03-05,2023-12-31,2023-08-27
KEN,Kenya,14494372.0,2000636.0,11090440.0,23750431.0,44.0,27.0,4.0,21.0,2021-03-05,2023-12-31,2023-09-24
KEN,Kenya,14494372.0,2000636.0,11090440.0,23750431.0,44.0,27.0,4.0,21.0,2021-03-05,2023-12-31,2023-10-29
KEN,Kenya,14494372.0,2000636.0,11090440.0,23750431.0,44.0,27.0,4.0,21.0,2021-03-05,2023-12-31,2023-11-26
KEN,Kenya,0.0,0.0,0.0,145831.0,0.0,0.0,0.0,0.0,2021-03-05,2023-12-31,2021-03-28
KEN,Kenya,850802.0,0.0,0.0,851329.0,2.0,2.0,0.0,0.0,2021-03-05,2023-12-31,2021-04-25
KEN,Kenya,969114.0,0.0,0.0,969561.0,2.0,2.0,0.0,0.0,2021-03-05,2023-12-31,2021-05-30
KEN,Kenya,1001287.0,0.0,261688.0,1262975.0,2.0,2.0,0.0,0.0,2021-03-05,2023-12-31,2021-06-27
KEN,Kenya,1060106.0,0.0,651129.0,1711235.0,3.0,2.0,0.0,1.0,2021-03-05,2023-12-31,2021-07-25
KEN,Kenya,1964731.0,0.0,804410.0,2769141.0,5.0,4.0,0.0,1.0,2021-03-05,2023-12-31,2021-08-29
KEN,Kenya,2871694.0,0.0,914883.0,3786577.0,7.0,5.0,0.0,2.0,2021-03-05,2023-12-31,2021-09-26
KEN,Kenya,3696159.0,0.0,1654749.0,5350908.0,10.0,7.0,0.0,3.0,2021-03-05,2023-12-31,2021-10-31
KEN,Kenya,4415765.0,0.0,2759827.0,7175590.0,13.0,8.0,0.0,5.0,2021-03-05,2023-12-31,2021-11-28
KEN,Kenya,5803503.0,0.0,4134394.0,9937897.0,18.0,11.0,0.0,8.0,2021-03-05,2023-12-31,2021-12-26
KEN,Kenya,6555773.0,151631.0,5595498.0,12380289.0,23.0,12.0,0.0,10.0,2021-03-05,2023-12-31,2022-01-30
KEN,Kenya,7814607.0,253131.0,7593926.0,16645326.0,31.0,15.0,0.0,14.0,2021-03-05,2023-12-31,2022-02-27
KEN,Kenya,10434601.0,277162.0,8285766.0,17586951.0,33.0,19.0,1.0,15.0,2021-03-05,2023-12-31,2022-03-27
KEN,Kenya,12506459.0,296368.0,9077552.0,17866864.0,33.0,23.0,1.0,17.0,2021-03-05,2023-12-31,2022-04-24
KEN,Kenya,12566538.0,329368.0,9210393.0,18344413.0,34.0,23.0,1.0,17.0,2021-03-05,2023-12-31,2022-05-29
KEN,Kenya,12641679.0,376018.0,9326814.0,18535975.0,34.0,24.0,1.0,17.0,2021-03-05,2023-12-31,2022-06-26
KEN,Kenya,12641679.0,774056.0,9342567.0,19898701.0,37.0,24.0,1.0,17.0,2021-03-05,2023-12-31,2022-07-31
KEN,Kenya,13226303.0,1426924.0,9805314.0,21052266.0,39.0,25.0,3.0,18.0,2021-03-05,2023-12-31,2022-08-28
KEN,Kenya,13664388.0,1568659.0,10210524.0,21663627.0,40.0,25.0,3.0,19.0,2021-03-05,2023-12-31,2022-09-25
KEN,Kenya,13974063.0,1571096.0,10570044.0,22469753.0,42.0,26.0,3.0,20.0,2021-03-05,2023-12-31,2022-10-30
KEN,Kenya,14142134.0,1676853.0,10754127.0,22876315.0,43.0,26.0,3.0,20.0,2021-03-05,2023-12-31,2022-11-27
KEN,Kenya,14230022.0,1771519.0,10850961.0,23102857.0,43.0,26.0,3.0,20.0,2021-03-05,2023-12-31,2022-12-25
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023-06-25
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023-07-30
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023-08-27
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023-09-24
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023-10-29
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023-11-26
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2021-07-25
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2021-08-29
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2021-09-26
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2021-10-31
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2021-11-28
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2021-12-26
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022-01-30
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022-02-27
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022-03-27
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022-04-24
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022-05-29
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022-06-26
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022-07-31
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022-08-28
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022-09-25
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022-10-30
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022-11-27
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022-12-25
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023-01-29
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023-02-26
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023-03-26
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023-04-30
GRL,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023-05-28
COM,Comoros,341302.0,0.0,301218.0,642320.0,74.0,39.0,0.0,35.0,2021-04-10,2023-12-31,2022-05-29
COM,Comoros,409094.0,0.0,362030.0,642320.0,74.0,47.0,0.0,42.0,2021-04-10,2023-12-31,2022-06-26
COM,Comoros,423255.0,0.0,382032.0,804403.0,93.0,49.0,0.0,44.0,2021-04-10,2023-12-31,2022-07-31
COM,Comoros,430916.0,0.0,389437.0,819469.0,94.0,50.0,0.0,45.0,2021-04-10,2023-12-31,2022-08-28
COM,Comoros,438331.0,0.0,396602.0,834049.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2022-09-25
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2022-10-30
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2022-11-27
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2022-12-25
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2023-01-29
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2023-02-26
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2023-03-26
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2023-04-30
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2023-05-28
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2023-06-25
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2023-07-30
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2023-08-27
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2023-09-24
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2023-10-29
COM,Comoros,438825.0,0.0,397080.0,835021.0,96.0,50.0,0.0,46.0,2021-04-10,2023-12-31,2023-11-26
COM,Comoros,40863.0,0.0,0.0,40863.0,5.0,5.0,0.0,0.0,2021-04-10,2023-12-31,2021-04-25
COM,Comoros,43140.0,0.0,40767.0,83907.0,10.0,5.0,0.0,5.0,2021-04-10,2023-12-31,2021-05-30
COM,Comoros,43140.0,0.0,41220.0,86223.0,10.0,5.0,0.0,5.0,2021-04-10,2023-12-31,2021-06-27
COM,Comoros,107460.0,0.0,41220.0,148766.0,17.0,12.0,0.0,5.0,2021-04-10,2023-12-31,2021-07-25
COM,Comoros,175038.0,0.0,102389.0,277419.0,32.0,20.0,0.0,12.0,2021-04-10,2023-12-31,2021-08-29
COM,Comoros,190637.0,0.0,162098.0,352635.0,41.0,22.0,0.0,19.0,2021-04-10,2023-12-31,2021-09-26
COM,Comoros,267937.0,0.0,175711.0,443648.0,51.0,31.0,0.0,20.0,2021-04-10,2023-12-31,2021-10-31
COM,Comoros,281946.0,0.0,241310.0,523256.0,60.0,32.0,0.0,28.0,2021-04-10,2023-12-31,2021-11-28
COM,Comoros,335408.0,0.0,246139.0,581547.0,67.0,39.0,0.0,28.0,2021-04-10,2023-12-31,2021-12-26
COM,Comoros,341102.0,0.0,276878.0,617980.0,71.0,39.0,0.0,32.0,2021-04-10,2023-12-31,2022-01-30
COM,Comoros,341102.0,0.0,301218.0,637961.0,73.0,39.0,0.0,35.0,2021-04-10,2023-12-31,2022-02-27
COM,Comoros,341161.0,0.0,301218.0,639243.0,74.0,39.0,0.0,35.0,2021-04-10,2023-12-31,2022-03-27
COM,Comoros,341302.0,0.0,301218.0,642320.0,74.0,39.0,0.0,35.0,2021-04-10,2023-12-31,2022-04-24
MOZ,Mozambique,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,2021-03-08,2023-12-31,2021-03-28
MOZ,Mozambique,81025.0,0.0,60615.0,141640.0,0.0,0.0,0.0,0.0,2021-03-08,2023-12-31,2021-04-25
MOZ,Mozambique,319511.0,0.0,75882.0,394312.0,1.0,1.0,0.0,0.0,2021-03-08,2023-12-31,2021-05-30
MOZ,Mozambique,345383.0,0.0,112446.0,458325.0,1.0,1.0,0.0,0.0,2021-03-08,2023-12-31,2021-06-27
MOZ,Mozambique,385928.0,0.0,319947.0,705875.0,2.0,1.0,0.0,1.0,2021-03-08,2023-12-31,2021-07-25
MOZ,Mozambique,1643520.0,0.0,709500.0,2344148.0,7.0,5.0,0.0,2.0,2021-03-08,2023-12-31,2021-08-29
MOZ,Mozambique,1903730.0,0.0,1740693.0,3644423.0,12.0,6.0,0.0,6.0,2021-03-08,2023-12-31,2021-09-26
MOZ,Mozambique,3667470.0,0.0,2203587.0,5871057.0,19.0,12.0,0.0,7.0,2021-03-08,2023-12-31,2021-10-31
MOZ,Mozambique,6497486.0,0.0,3827446.0,10324932.0,33.0,21.0,0.0,12.0,2021-03-08,2023-12-31,2021-11-28
MOZ,Mozambique,8870670.0,0.0,6412227.0,15282897.0,49.0,28.0,0.0,21.0,2021-03-08,2023-12-31,2021-12-26
MOZ,Mozambique,10759191.0,6668.0,9022900.0,17218902.0,55.0,34.0,0.0,29.0,2021-03-08,2023-12-31,2022-01-30
MOZ,Mozambique,12643046.0,163019.0,11078425.0,17468559.0,56.0,40.0,1.0,35.0,2021-03-08,2023-12-31,2022-02-27
MOZ,Mozambique,13266003.0,301718.0,11954209.0,17744964.0,57.0,42.0,1.0,38.0,2021-03-08,2023-12-31,2022-03-27
